prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
4894,23-10-2015,739679,532569,207110,14,49,1,12,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,240,50,72,1,0.719333753
4895,13-04-2015,1128509,1015658,112851,10,58,0,1,1,2,3,7,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,63,240,21,90,0,0.921639041
4896,24-09-2015,1018135,763601,254534,10,46,0,19,1,2,1,3,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,55,120,30,75,0,0.134019608
4897,30-03-2015,1025241,543378,481863,15,46,0,26,0,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,96,54,53,0,0.592695751
4898,18-06-2015,1391959,682060,709899,13,45,0,40,0,6,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,84,46,49,0,0.301329776
4899,10-07-2015,1199105,1007248,191857,13,55,0,10,1,6,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,156,13,84,0,0.821100211
4900,31-07-2015,1121420,661638,459782,18,44,0,16,1,3,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,36,84,23,59,1,0.445381919
4901,20-01-2015,1206794,1086115,120679,13,54,1,10,0,5,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,50,240,13,90,0,0.621372192
4902,29-06-2015,714835,664797,50038,18,30,0,24,0,2,1,0,direct,,Male,Individual,Middle Class,Apartment,Owned,2,46,132,20,93,0,0.025727707
4903,14-06-2015,1251217,763242,487975,11,49,0,33,0,3,2,4,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,47,120,32,61,1,0.318614967
4904,03-06-2015,1385812,623615,762197,18,41,1,6,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,39,72,68,45,0,0.214314478
4905,18-05-2015,1211381,835853,375528,13,55,1,11,1,5,4,7,direct,,Male,Co-App,Below Avg,Townhouses,Rented,1,46,144,14,69,0,0.040416433
4906,13-08-2015,1240126,843286,396840,13,51,0,12,0,2,4,8,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,53,144,14,68,0,0.312723641
4907,14-10-2015,1292553,969415,323138,14,52,1,15,0,2,1,9,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,59,240,14,75,1,0.285645658
4908,13-08-2015,901777,685351,216426,19,39,0,32,1,3,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,48,132,73,76,0,0.234936558
4909,07-08-2015,1028762,771572,257190,12,54,0,1,0,5,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,240,5,75,0,0.233354251
4910,16-03-2015,1156895,867671,289224,15,48,0,13,1,1,3,5,direct,,Male,Individual,Middle Class,Apartment,Owned,2,57,240,22,75,0,0.002594851
4911,06-05-2015,724700,442067,282633,12,42,0,6,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,43,108,39,61,0,0.429168488
4912,09-02-2015,1144477,881247,263230,19,22,1,50,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,240,84,77,1,0.403436576
4913,03-02-2015,1170288,819202,351086,13,50,0,8,1,0,4,6,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,120,12,70,0,0.825977202
4914,02-01-2015,1171090,819763,351327,13,50,0,8,0,0,4,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,120,12,70,0,0.46872596
4915,29-12-2015,1079581,831277,248304,12,51,0,4,0,1,3,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,59,120,9,77,0,0.488510864
4916,12-03-2015,1182262,508373,673889,18,45,0,19,1,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,180,24,43,0,0.264610088
4917,26-12-2015,1796843,1006232,790611,16,50,1,8,0,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,60,62,56,0,0.544880075
4918,18-10-2015,1376476,1142475,234001,13,42,0,39,1,1,2,4,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,39,240,47,83,0,0.160458901
4919,06-02-2015,1380173,1159345,220828,14,52,0,19,0,2,4,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,156,16,84,0,0.722258872
4920,01-09-2015,1262075,1060143,201932,13,52,0,13,0,3,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,144,14,84,0,0.622332295
4921,23-09-2015,640882,339667,301215,12,42,0,2,0,1,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,132,69,53,0,0.524520508
4922,25-02-2015,1326436,649954,676482,13,44,0,36,1,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,40,156,46,49,0,0.2353666
4923,22-01-2015,1067169,608286,458883,19,38,0,41,1,2,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,180,74,57,0,0.29387728
4924,05-02-2015,1025497,717848,307649,12,51,0,1,1,1,3,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,40,96,4,70,0,0.207271143
4925,03-02-2015,1559686,998199,561487,12,46,0,52,0,2,2,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,180,37,64,0,0.332031285
4926,15-01-2015,1841797,1215586,626211,16,47,0,10,0,0,2,4,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,56,132,62,66,0,0.91031563
4927,24-01-2015,784568,729648,54920,18,40,0,25,0,3,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,132,73,93,0,0.445213614
4928,27-03-2015,1361457,871332,490125,18,43,0,59,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,156,68,64,0,0.378512667
4929,02-07-2015,587340,311290,276050,18,31,0,17,1,3,1,0,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,43,132,82,53,0,0.856736774
4930,27-11-2015,1282673,1013312,269361,12,60,1,10,0,3,4,19,direct,,Male,Individual,Middle Class,Apartment,Owned,2,46,84,45,79,0,0.034108734
4931,29-04-2015,1429400,1357930,71470,18,41,0,64,0,1,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,54,240,68,95,0,0.696957001
4932,23-05-2015,529048,264524,264524,16,44,1,8,0,2,1,1,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,72,57,50,0,0.364645134
4933,13-12-2015,1512115,1421388,90727,20,31,0,41,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,180,10,94,1,0.180612011
4934,19-12-2015,1008564,786680,221884,14,46,0,5,1,0,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,120,18,78,0,0.392301885
4935,22-05-2015,1319223,659612,659611,19,45,0,26,0,4,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,228,26,50,0,0.600326409
4936,03-08-2015,1797429,808843,988586,16,49,0,65,0,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,132,62,45,0,0.363486389
4937,16-04-2015,836904,460297,376607,16,44,0,1,0,2,2,3,channel,,Male,Individual,Middle Class,Apartment,Owned,2,51,144,18,55,0,0.023857385
4938,28-07-2015,619730,384233,235497,12,44,0,1,0,4,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,66,96,39,62,0,0.773614796
4939,14-03-2015,1996670,1477536,519134,20,38,0,2,0,2,1,10,direct,Married,Male,Individual,Below Avg,Villa,Company Provided,2,58,180,25,74,0,0.113910539
4940,29-09-2015,1124184,820654,303530,10,58,0,1,0,2,3,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,120,2,73,0,0.407301706
4941,29-08-2015,1330805,745251,585554,18,43,1,,1,2,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,40,60,68,56,0,0.707430636
4942,15-09-2015,1267577,1039413,228164,15,46,0,18,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,29,240,24,82,0,0.953326174
4943,02-05-2015,1268630,621629,647001,12,57,0,9,1,1,1,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,33,120,41,49,0,0.226796785
4944,07-07-2015,1645037,773167,871870,20,37,0,2,1,2,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,180,78,47,0,0.445652605
4945,15-11-2015,1257155,754293,502862,12,56,0,8,1,1,1,17,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,47,96,35,60,1,0.981723182
4946,24-07-2015,1350468,756262,594206,19,37,0,56,0,1,1,6,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,38,180,76,56,0,0.387683486
4947,25-08-2015,1419177,709589,709588,12,49,0,43,0,3,2,5,direct,,Male,Individual,Middle Class,Apartment,Owned,2,34,144,71,50,0,0.015315595
4948,10-01-2015,1338308,1258010,80298,14,55,0,17,0,6,1,9,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,240,16,94,0,0.172133724
4949,20-12-2015,1118459,838844,279615,12,54,0,22,0,5,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,7,75,0,0.973237791
4950,12-02-2015,561638,308901,252737,18,40,0,14,1,3,1,1,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,35,216,69,55,1,0.065243769
4951,16-10-2015,1473953,884372,589581,14,43,1,44,0,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,84,47,60,0,0.447940342
4952,18-04-2015,1671668,1069868,601800,18,41,1,16,0,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,49,180,70,64,0,0.360678824
4953,30-11-2015,1225447,796541,428906,11,58,0,6,0,2,4,15,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,47,180,24,65,0,0.279345387
4954,24-07-2015,502545,291476,211069,14,50,0,0,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,49,58,0,0.079843627
4955,15-04-2015,1204419,554033,650386,15,49,0,15,0,3,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,216,23,46,0,0.107699916
4956,23-05-2015,1522146,1004616,517530,20,45,0,37,0,3,3,7,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,44,180,30,66,0,0.901766279
4957,02-02-2015,1036078,818502,217576,17,45,0,12,1,4,2,4,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,156,22,79,0,0.750054669
4958,11-11-2015,1320391,699807,620584,18,41,1,57,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,31,60,66,53,0,0.126229327
4959,14-06-2015,692943,367260,325683,16,44,0,18,1,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,216,58,53,1,0.711030467
4960,18-01-2015,1277883,881739,396144,14,53,0,14,1,4,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,62,156,15,69,0,0.862910499
4961,07-03-2015,986488,917434,69054,14,48,0,4,0,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,108,18,93,0,0.582862956
4962,09-05-2015,440428,356747,83681,18,36,0,7,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,144,69,81,0,0.100912292
4963,14-05-2015,857573,548847,308726,10,46,0,9,0,2,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,156,28,64,0,0.21030695
4964,14-12-2015,1248759,761743,487016,12,57,0,8,0,1,1,16,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,39,120,34,61,0,0.473713419
4965,07-07-2015,974069,457812,516257,17,43,0,35,1,2,1,2,direct,,Female,Individual,Posh,Townhouses,Relatives,0,45,156,65,47,0,0.00394165
4966,01-03-2015,1342725,805635,537090,19,44,0,27,1,3,3,6,direct,,Male,Individual,Middle Class,Apartment,Owned,2,57,144,78,60,0,0.01705781
4967,28-08-2015,991575,793260,198315,19,23,0,41,0,1,1,0,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,45,240,17,80,0,0.696591991
4968,01-01-2015,387522,155009,232513,18,33,1,5,0,3,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,60,80,40,0,0.156151748
4969,08-11-2015,1576903,961911,614992,20,43,0,39,0,1,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,120,32,61,0,0.915795317
4970,08-09-2015,1220792,781307,439485,18,43,0,21,1,1,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,40,156,24,64,0,0.810836272
4971,02-09-2015,1136572,943355,193217,13,50,0,54,1,1,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,240,13,83,1,0.995569823
4972,05-12-2015,1190540,1119108,71432,11,58,0,4,0,2,1,12,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,96,21,94,0,0.981296638
4973,28-03-2015,1403240,912106,491134,19,43,0,7,1,1,3,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,48,180,28,65,0,0.167782641
4974,12-05-2015,1685762,893454,792308,18,44,0,63,1,2,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,49,132,70,53,0,0.477476964
4975,03-06-2015,1042012,437645,604367,17,43,0,40,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,96,65,42,0,0.81132619
4976,18-10-2015,1697069,814593,882476,20,37,0,39,0,1,1,9,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,35,120,79,48,0,0.592317546
4977,01-07-2015,1738412,817054,921358,14,42,0,57,0,1,2,5,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,33,228,60,47,0,0.094500222
4978,10-02-2015,1240090,818459,421631,18,43,0,22,0,1,3,5,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,27,180,25,66,0,0.401820384
4979,14-01-2015,1101647,782169,319478,10,57,0,0,0,1,3,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,120,0,71,0,0.555454194
4980,20-02-2015,976072,702772,273300,14,46,0,3,1,0,2,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,41,108,18,72,0,0.582214477
4981,03-01-2015,508590,289896,218694,14,48,0,0,1,1,1,1,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,43,156,49,57,0,0.852004265
4982,01-11-2015,1321356,1149580,171776,11,49,0,37,0,4,2,5,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,66,96,33,87,0,0.683655093
4983,15-01-2015,1612069,1176810,435259,20,37,0,23,0,1,1,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,180,78,73,0,0.970990819
4984,08-02-2015,1819880,1164723,655157,16,49,0,10,0,1,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,240,63,64,0,0.698682153
4985,05-03-2015,860582,593802,266780,18,29,0,33,1,2,1,0,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,45,144,85,69,0,0.93845722
4986,05-02-2015,1350578,1229026,121552,16,49,0,23,0,2,4,7,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,44,228,16,91,1,0.100828246
4987,27-02-2015,1252487,1139763,112724,15,48,0,18,0,2,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,156,23,91,1,0.376127372
4988,10-12-2015,1307986,627833,680153,11,50,1,37,1,4,1,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,47,240,69,48,1,0.063587074
4989,05-09-2015,817180,498480,318700,10,49,0,7,1,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,37,108,28,61,0,0.057750911
4990,29-08-2015,1164039,884670,279369,13,50,0,8,0,0,4,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,144,13,76,0,0.14783996
4991,05-12-2015,1184835,770143,414692,18,44,0,19,1,3,2,5,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,59,180,24,65,0,0.977623372
4992,22-03-2015,882214,458751,423463,17,43,0,30,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,96,64,52,0,0.932538806
4993,10-09-2015,1318183,1080910,237273,16,50,0,21,0,3,4,7,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,228,24,82,0,0.209483119
4994,19-03-2015,1346691,848415,498276,13,43,0,37,0,2,2,4,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,33,156,47,63,0,0.770515982
4995,02-02-2015,1251472,976148,275324,19,39,1,50,1,2,1,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,84,76,78,0,0.185153096
4996,11-01-2015,818621,704014,114607,18,40,0,27,1,3,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,144,20,86,0,0.30004753
4997,02-11-2015,1253377,626689,626688,15,48,0,38,1,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,96,56,50,0,0.258697566
4998,19-09-2015,566617,419297,147320,14,48,0,3,0,0,1,1,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,28,96,60,74,0,0.624016075
4999,19-08-2015,1198563,803037,395526,15,48,0,15,1,1,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,65,216,22,67,0,0.180968434
5000,25-10-2015,1271769,737626,534143,12,60,0,9,0,3,1,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,120,41,58,0,0.650986818
5001,11-02-2015,1392895,1239677,153218,12,48,0,42,1,3,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,168,71,89,0,0.227752384
5002,30-05-2015,528840,285574,243266,16,45,0,8,1,2,1,1,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,96,58,54,0,0.34649676
5003,14-07-2015,567070,334571,232499,14,46,1,3,0,0,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,84,49,59,0,0.738333584
5004,16-11-2015,775428,348943,426485,18,38,0,25,0,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,180,74,45,0,0.40116134
5005,21-10-2015,780706,554301,226405,10,48,0,9,1,3,1,2,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,41,192,14,71,1,0.65877858
5006,11-02-2015,869315,678066,191249,10,48,1,10,0,3,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,240,29,78,0,0.991531659
5007,09-10-2015,1331005,625572,705433,18,44,0,58,0,2,1,3,channel,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,53,240,68,47,0,0.591910318
5008,10-11-2015,1788179,1108671,679508,10,46,0,5,0,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,46,132,27,62,1,0.663396642
5009,06-02-2015,1058818,656467,402351,17,43,1,41,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,84,65,62,0,0.525672907
5010,28-05-2015,1278694,639347,639347,12,60,1,9,1,3,1,19,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,72,43,50,0,0.953198595
5011,09-12-2015,1141766,1004754,137012,15,46,0,12,0,0,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,22,88,0,0.466097007
5012,26-08-2015,576938,323085,253853,18,29,0,,0,2,1,0,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,54,216,83,56,0,0.592190918
5013,21-09-2015,911555,692782,218773,16,44,0,5,0,3,2,3,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,41,108,19,76,0,0.77573932
5014,06-10-2015,1273208,751193,522015,12,57,0,9,1,1,1,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,96,41,59,0,0.323668119
5015,31-10-2015,1399167,895467,503700,16,48,0,25,0,2,4,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,47,156,27,64,0,0.954424814
5016,24-12-2015,1245295,846801,398494,11,48,0,33,0,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,240,33,68,0,0.133216131
5017,28-11-2015,1685638,674255,1011383,20,33,1,36,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,60,6,40,0,0.540424547
5018,23-06-2015,1345042,645620,699422,16,46,0,22,1,0,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,240,25,48,0,0.423278471
5019,15-10-2015,849578,705150,144428,16,44,0,2,0,2,2,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,62,240,18,83,0,0.289378916
5020,13-05-2015,1199849,791900,407949,18,45,0,20,0,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,180,24,66,0,0.175002845
5021,28-06-2015,1237010,927758,309252,12,56,0,7,0,0,4,15,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,39,216,30,75,0,0.433245384
5022,09-07-2015,936681,758712,177969,10,46,0,14,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,180,29,81,0,0.752338589
5023,23-04-2015,983840,757557,226283,17,44,0,9,0,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,108,20,77,0,0.879534064
5024,28-10-2015,1130186,847640,282546,12,54,0,6,1,5,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,240,8,75,0,0.635330354
5025,28-08-2015,1075907,742376,333531,19,32,1,46,1,3,1,0,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,54,108,86,69,0,0.223624833
5026,13-02-2015,1184938,1078294,106644,15,49,1,14,1,3,3,5,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,39,216,22,91,0,0.305356153
5027,25-11-2015,1321559,740073,581486,14,54,0,16,1,5,4,9,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,31,156,15,56,0,0.566811275
5028,20-05-2015,861903,818808,43095,17,41,0,28,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,120,63,95,0,0.221226855
5029,11-12-2015,1452794,653757,799037,16,46,0,48,0,0,2,3,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,156,60,45,0,0.644368302
5030,30-08-2015,1246776,1171969,74807,15,48,0,37,1,0,2,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,84,57,94,0,0.677662128
5031,04-08-2015,1687270,894253,793017,16,47,0,60,0,0,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,240,62,53,0,0.431587929
5032,14-11-2015,1186852,902008,284844,11,55,0,4,1,0,1,11,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,20,76,0,0.078318219
5033,22-09-2015,1263821,1200630,63191,12,58,0,9,0,2,4,18,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,47,156,38,95,0,0.167175295
5034,19-02-2015,989193,830922,158271,14,47,0,4,0,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,108,18,84,0,0.296048427
5035,29-09-2015,1202069,1045800,156269,11,59,0,5,1,2,4,13,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,144,23,87,0,0.703496154
5036,14-02-2015,994131,725716,268415,14,46,0,4,1,0,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,120,18,73,0,0.249071415
5037,04-07-2015,1690212,929617,760595,20,22,1,41,0,1,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,31,84,12,55,0,0.689291653
5038,28-04-2015,1450023,1029516,420507,16,49,0,6,0,2,4,8,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,42,240,28,71,0,0.284530192
5039,26-08-2015,1205248,626729,578519,15,47,0,35,1,0,2,3,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,54,240,56,52,0,0.518611159
5040,26-04-2015,1188763,546831,641932,15,47,0,34,0,0,1,2,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,59,156,55,46,0,0.194304564
